;;
;;
;;
;;
;;
CLEA 5 PRATICA;20;7.891.113.529.105 
CLEA 5 PRATICA;1074;7.891.113.131.049 
CLEA 5 PRATICA;1236;7.891.113.131.261 
CLEA 5 PRATICA;1289;7.891.113.618.731 
CLEA 5 PRATICA;1317;7.891.113.131.377 
CLEA 5 PRATICA;2137;7.891.113.132.176 
CLEA 5 PRATICA;2151;7.891.113.132.114 
CLEA 5 PRATICA;2194;7.891.113.132.145 
CLEA 5 PRATICA;2470;7.891.113.132.404 
CLEA 5 PRATICA;2829;7.891.113.371.230 
CLEA 5 PRATICA;2856;7.891.113.528.238 
CLEA 5 PRATICA;3131;7.891.113.133.111 
CLEA 5 PRATICA;3182;7.891.113.133.821 
CLEA 5 PRATICA;3227;7.891.113.133.272 
CLEA 5 PRATICA;3402;7.891.113.657.563 
CLEA 5 PRATICA;3526;7.891.113.528.177 
CLEA 5 PRATICA;3528;7.891.113.133.586 
CLEA 5 PRATICA;3581;7.891.113.133.517 
CLEA 5 PRATICA;3583;7.891.113.618.793 
CLEA 5 PRATICA;3611;7.891.113.133.616 
CLEA 5 PRATICA;3635;7.891.113.133.357 
CLEA 5 PRATICA;3794;7.891.113.133.746 
CLEA 5 PRATICA;4004;7.891.113.021.456 
CLEA 5 PRATICA;4156;7.891.113.618.830 
CLEA 5 PRATICA;4445;7.891.113.528.153 
CLEA 5 PRATICA;4456;7.891.113.134.460 
CLEA 5 PRATICA;4514;7.891.113.134.545 
CLEA 5 PRATICA;5203;7.891.113.607.353 
CLEA 5 PRATICA;5363;7.891.113.135.337 
CLEA 5 PRATICA;5398;7.891.113.135.382 
CLEA 5 PRATICA;5556;7.891.113.135.566 
CLEA 5 PRATICA;5638;7.891.113.135.689 
CLEA 5 PRATICA;5767;7.891.113.412.582 
CLEA 5 PRATICA;5800;7.891.113.135.801 
CLEA 5 PRATICA;6085;7.891.113.136.853 
CLEA 5 PRATICA;6116;7.891.113.371.292 
CLEA 5 PRATICA;6133;7.891.113.136.136 
CLEA 5 PRATICA;6313;7.891.113.136.334 
CLEA 5 PRATICA;6399;7.891.113.136.396 
CLEA 5 PRATICA;7030;7.891.113.137.003 
CLEA 5 PRATICA;7311;7.891.113.371.315 
CLEA 5 PRATICA;7382;7.891.113.137.324 
CLEA 5 PRATICA;7529;7.891.113.528.115 
CLEA 5 PRATICA;7625;7.891.113.137.652 
CLEA 5 PRATICA;7650;7.891.113.137.607 
CLEA 5 PRATICA;7684;7.891.113.137.645 
CLEA 5 PRATICA;8001;7.891.113.138.017 
CLEA 5 PRATICA;8176;7.891.113.138.161 
CLEA 5 PRATICA;8473;7.891.113.138.475 
CLEA 5 PRATICA;8990;7.891.113.138.901 
CLEA 5 PRATICA;9989;
;;
;;
;;
;;
;;
;;
ANNE 500;20;7.891.113.529.082 
ANNE 500;1074;7.891.113.301.046 
ANNE 500;1112;7.891.113.301.121 
ANNE 500;1236;7.891.113.301.268 
ANNE 500;1289;7.891.113.619.455 
ANNE 500;1317;7.891.113.301.374 
ANNE 500;1709;7.891.113.038.812 
ANNE 500;2137;7.891.113.302.173 
ANNE 500;2151;7.891.113.302.111 
ANNE 500;2194;7.891.113.391.061 
ANNE 500;2314;7.891.113.034.784 
ANNE 500;2470;7.891.113.302.401 
ANNE 500;2500;7.891.113.302.500 
ANNE 500;2546;7.891.113.466.929 
ANNE 500;2790;7.891.113.330.329 
ANNE 500;2829;7.891.113.371.353 
ANNE 500;2856;7.891.113.527.644 
ANNE 500;3048;7.891.113.038.836 
ANNE 500;3131;7.891.113.303.118 
ANNE 500;3182;7.891.113.303.828 
ANNE 500;3227;7.891.113.303.279 
ANNE 500;3301;7.891.113.303.316 
ANNE 500;3402;7.891.113.657.327 
ANNE 500;3526;7.891.113.527.583 
ANNE 500;3528;7.891.113.303.583 
ANNE 500;3581;7.891.113.303.514 
ANNE 500;3583;7.891.113.619.516 
ANNE 500;3611;7.891.113.303.613 
ANNE 500;3635;7.891.113.302.142 
ANNE 500;3794;7.891.113.303.743 
ANNE 500;4004;7.891.113.021.418 
ANNE 500;4131;7.891.113.038.850 
ANNE 500;4146;7.891.113.304.160 
ANNE 500;4156;7.891.113.619.554 
ANNE 500;4445;7.891.113.466.943 
ANNE 500;4456;7.891.113.304.467 
ANNE 500;4514;7.891.113.304.542 
ANNE 500;5203;7.891.113.603.379 
ANNE 500;5215;7.891.113.305.259 
ANNE 500;5363;7.891.113.305.334 
ANNE 500;5368;7.891.113.038.874 
ANNE 500;5398;7.891.113.305.389 
ANNE 500;5556;7.891.113.305.563 
ANNE 500;5638;7.891.113.305.686 
ANNE 500;5743;7.891.113.040.280 
ANNE 500;5767;7.891.113.411.998 
ANNE 500;5800;7.891.113.305.808 
ANNE 500;6029;7.891.113.034.807 
ANNE 500;6085;7.891.113.306.850 
ANNE 500;6116;7.891.113.371.414 
ANNE 500;6133;7.891.113.306.133 
ANNE 500;6313;7.891.113.306.331 
ANNE 500;6399;7.891.113.306.393 
ANNE 500;6614;7.891.113.619.592 
ANNE 500;7030;7.891.113.307.000 
ANNE 500;7136;7.891.113.447.263 
ANNE 500;7148;7.891.113.034.746 
ANNE 500;7188;7.891.113.307.185 
;;
;;
;;
;;
;;
;;
ANNE 500;7259;7.891.113.509.336 
ANNE 500;7311;7.891.113.371.438 
ANNE 500;7382;7.891.113.307.321 
ANNE 500;7393;7.891.113.509.350 
ANNE 500;7529;7.891.113.527.521 
ANNE 500;7625;7.891.113.307.659 
ANNE 500;7638;7.891.113.509.374 
ANNE 500;7650;7.891.113.307.604 
ANNE 500;7684;7.891.113.307.642 
ANNE 500;8001;7.891.113.308.014 
ANNE 500;8176;7.891.113.308.168 
ANNE 500;8473;7.891.113.308.434 
ANNE 500;8797;7.891.113.038.898 
ANNE 500;8990;7.891.113.308.908 
ANNE 500;9989;
CLEA 500;20;7.891.113.549.790 
CLEA 500;1074;7.891.113.141.048 
CLEA 500;1236;7.891.113.141.260 
CLEA 500;1289;7.891.113.618.915 
CLEA 500;1317;7.891.113.141.376 
CLEA 500;1709;7.891.113.038.911 
CLEA 500;2137;7.891.113.142.175 
CLEA 500;2151;7.891.113.142.113 
CLEA 500;2194;7.891.113.142.144 
CLEA 500;2314;7.891.113.038.935 
CLEA 500;2470;7.891.113.142.403 
CLEA 500;2500;7.891.113.142.502 
CLEA 500;2829;7.891.113.371.476 
CLEA 500;2856;7.891.113.526.845 
CLEA 500;3048;7.891.113.038.959 
CLEA 500;3131;7.891.113.143.110 
CLEA 500;3182;7.891.113.143.820 
CLEA 500;3227;7.891.113.143.271 
CLEA 500;3301;7.891.113.143.318 
CLEA 500;3402;7.891.113.009.843 
CLEA 500;3526;7.891.113.526.869 
CLEA 500;3528;7.891.113.143.585 
CLEA 500;3581;7.891.113.143.516 
CLEA 500;3583;7.891.113.618.977 
CLEA 500;3611;7.891.113.143.615 
CLEA 500;3635;7.891.113.143.356 
CLEA 500;3794;7.891.113.143.745 
CLEA 500;4131;7.891.113.038.973 
CLEA 500;4156;7.891.113.619.011 
CLEA 500;4445;7.891.113.526.883 
CLEA 500;4456;7.891.113.144.469 
CLEA 500;4514;7.891.113.144.544 
CLEA 500;5203;7.891.113.605.182 
CLEA 500;5215;7.891.113.145.251 
CLEA 500;5363;7.891.113.145.336 
CLEA 500;5368;7.891.113.038.997 
CLEA 500;5398;7.891.113.145.381 
CLEA 500;5556;7.891.113.145.565 
CLEA 500;5638;7.891.113.145.688 
CLEA 500;5743;7.891.113.040.341 
CLEA 500;5767;7.891.113.412.407 
CLEA 500;5800;7.891.113.145.800 
CLEA 500;6029;7.891.113.039.031 
;;
;;
;;
;;
;;
;;
CLEA 500;6085;7.891.113.146.852 
CLEA 500;6116;7.891.113.371.537 
CLEA 500;6133;7.891.113.146.135 
CLEA 500;6313;7.891.113.146.333 
CLEA 500;6399;7.891.113.146.395 
CLEA 500;6614;7.891.113.619.059 
CLEA 500;7030;7.891.113.147.002 
CLEA 500;7136;7.891.113.459.853 
CLEA 500;7148;7.891.113.039.055 
CLEA 500;7311;7.891.113.371.551 
CLEA 500;7382;7.891.113.147.323 
CLEA 500;7529;7.891.113.526.920 
CLEA 500;7625;7.891.113.147.651 
CLEA 500;7650;7.891.113.147.606 
CLEA 500;7684;7.891.113.147.644 
CLEA 500;8001;7.891.113.148.016 
CLEA 500;8176;7.891.113.148.160 
CLEA 500;8473;7.891.113.148.436 
CLEA 500;8797;7.891.113.039.079 
CLEA 500;8990;7.891.113.148.900 
CLEA 500;9016;7.891.113.338.059 
CLEA 500;9059;7.891.113.149.099 
CLEA 500;9113;7.891.113.412.698 
CLEA 500;9153;7.891.113.466.189 
CLEA 500;9165;7.891.113.544.061 
CLEA 500;9172;7.891.113.149.129 
CLEA 500;9202;7.891.113.149.228 
CLEA 500;9233;7.891.113.149.235 
CLEA 500;9284;7.891.113.412.674 
CLEA 500;9368;7.891.113.619.912 
CLEA 500;9392;7.891.113.344.937 
CLEA 500;9427;7.891.113.345.675 
CLEA 500;9435;7.891.113.544.108 
CLEA 500;9462;7.891.113.607.315 
CLEA 500;9490;7.891.113.149.907 
CLEA 500;9587;7.891.113.345.705 
CLEA 500;9601;7.891.113.331.081 
CLEA 500;9900;7.891.113.345.644 
CLEA 500;9976;7.891.113.149.761 
CLEA 500;9989;
2     SUSI 601;1155;7.891.113.341.158 
2     SUSI 601;1198;7.891.113.341.189 
2     SUSI 601;1317;7.891.113.341.370 
2     SUSI 601;2137;7.891.113.342.179 
2     SUSI 601;2157;7.891.113.342.575 
2     SUSI 601;2194;7.891.113.342.148 
2     SUSI 601;2470;7.891.113.342.407 
2     SUSI 601;2500;7.891.113.342.506 
2     SUSI 601;2550;7.891.113.342.551 
2     SUSI 601;2676;7.891.113.342.766 
2     SUSI 601;3077;7.891.113.343.077 
2     SUSI 601;3131;7.891.113.343.114 
2     SUSI 601;3182;7.891.113.343.824 
2     SUSI 601;3528;7.891.113.343.589 
2     SUSI 601;3581;7.891.113.343.510 
2     SUSI 601;3611;7.891.113.343.619 
2     SUSI 601;5215;7.891.113.345.255 
2     SUSI 601;5487;7.891.113.345.477 
;;
;;
;;
;;
;;
;;
2     SUSI 601;5800;7.891.113.345.804 
2     SUSI 601;6092;7.891.113.346.023 
2     SUSI 601;6140;7.891.113.346.184 
2     SUSI 601;7136;7.891.113.459.655 
2     SUSI 601;7404;7.891.113.347.440 
2     SUSI 601;7577;7.891.113.466.240 
2     SUSI 601;7650;7.891.113.347.600 
2     SUSI 601;8001;7.891.113.348.010 
2     SUSI 601;8176;7.891.113.348.164 
2     SUSI 601;8473;7.891.113.348.430 
2     SUSI 601;8990;7.891.113.348.904 
2     SUSI 601;9106;7.891.113.346.245 
2     SUSI 601;9113;7.891.113.349.130 
2     SUSI 601;9128;7.891.113.346.269 
2     SUSI 601;9288;7.891.113.349.284 
2     SUSI 601;9397;7.891.113.031.882 
2     SUSI 601;9490;7.891.113.349.901 
2     SUSI 601;9520;7.891.113.031.844 
2     SUSI 601;9534;7.891.113.031.868 
2     SUSI 601;9839;7.891.113.031.905 
2     SUSI 601;9946;7.891.113.349.963 
2     SUSI 601;9989;
4     MOLLET 40gr;10;7.891.113.350.105 
4     MOLLET 40gr;20;7.891.113.544.948 
4     MOLLET 40gr;115;7.891.113.351.157 
4     MOLLET 40gr;142;7.891.113.351.423 
4     MOLLET 40gr;145;7.891.113.513.784 
4     MOLLET 40gr;318;7.891.113.353.182 
4     MOLLET 40gr;325;7.891.113.353.250 
4     MOLLET 40gr;385;7.891.113.353.854 
4     MOLLET 40gr;390;7.891.113.353.908 
4     MOLLET 40gr;409;7.891.113.354.097 
4     MOLLET 40gr;447;7.891.113.354.479 
4     MOLLET 40gr;453;7.891.113.354.530 
4     MOLLET 40gr;512;7.891.113.355.124 
4     MOLLET 40gr;530;7.891.113.355.308 
4     MOLLET 40gr;541;7.891.113.355.414 
4     MOLLET 40gr;550;7.891.113.386.777 
4     MOLLET 40gr;608;7.891.113.356.084 
4     MOLLET 40gr;640;7.891.113.356.404 
4     MOLLET 40gr;700;7.891.113.357.012 
4     MOLLET 40gr;769;7.891.113.357.692 
4     MOLLET 40gr;780;7.891.113.462.495 
4     MOLLET 40gr;781;7.891.113.462.570 
4     MOLLET 40gr;782;7.891.113.462.518 
4     MOLLET 40gr;784;7.891.113.462.532 
4     MOLLET 40gr;786;7.891.113.462.556 
4     MOLLET 40gr;794;7.891.113.357.944 
4     MOLLET 40gr;850;7.891.113.358.507 
4     MOLLET 40gr;940;7.891.113.359.405 
4     MOLLET 40gr;1245;7.891.113.330.015 
4     MOLLET 40gr;1289;7.891.113.019.606 
4     MOLLET 40gr;2194;7.891.113.513.623 
4     MOLLET 40gr;2309;7.891.113.032.469 
4     MOLLET 40gr;2403;7.891.113.352.437 
4     MOLLET 40gr;2423;7.891.113.032.766 
4     MOLLET 40gr;3013;7.891.113.018.739 
4     MOLLET 40gr;3027;7.891.113.018.753 
;;
;;
;;
;;
;;
;;
4     MOLLET 40gr;3128;7.891.113.424.837 
4     MOLLET 40gr;3182;7.891.113.353.120 
4     MOLLET 40gr;3585;7.891.113.544.962 
4     MOLLET 40gr;3635;7.891.113.593.359 
4     MOLLET 40gr;3914;7.891.113.032.728 
4     MOLLET 40gr;4604;7.891.113.032.742 
4     MOLLET 40gr;4817;7.891.113.424.868 
4     MOLLET 40gr;5545;7.891.113.616.874 
4     MOLLET 40gr;5556;7.891.113.386.791 
4     MOLLET 40gr;5743;7.891.113.040.204 
4     MOLLET 40gr;5899;7.891.113.032.780 
4     MOLLET 40gr;6040;7.891.113.337.304 
4     MOLLET 40gr;6313;7.891.113.356.336 
4     MOLLET 40gr;6399;7.891.113.356.398 
4     MOLLET 40gr;7030;7.891.113.357.005 
4     MOLLET 40gr;7034;7.891.113.544.986 
4     MOLLET 40gr;7417;7.891.113.545.006 
4     MOLLET 40gr;7447;7.891.113.357.470 
4     MOLLET 40gr;7628;7.891.113.018.777 
4     MOLLET 40gr;7650;7.891.113.357.609 
4     MOLLET 40gr;7655;7.891.113.018.791 
4     MOLLET 40gr;7684;7.891.113.018.814 
4     MOLLET 40gr;7947;7.891.113.032.803 
4     MOLLET 40gr;8176;7.891.113.358.163 
4     MOLLET 40gr;8860;7.891.113.330.039 
4     MOLLET 40gr;9016;7.891.113.331.791 
4     MOLLET 40gr;9059;7.891.113.386.913 
4     MOLLET 40gr;9113;7.891.113.359.139 
4     MOLLET 40gr;9172;7.891.113.359.122 
4     MOLLET 40gr;9199;7.891.113.545.020 
4     MOLLET 40gr;9202;7.891.113.386.876 
4     MOLLET 40gr;9213;7.891.113.018.838 
4     MOLLET 40gr;9223;7.891.113.018.852 
4     MOLLET 40gr;9288;7.891.113.359.283 
4     MOLLET 40gr;9294;7.891.113.032.704 
4     MOLLET 40gr;9306;7.891.113.386.852 
4     MOLLET 40gr;9339;7.891.113.359.399 
4     MOLLET 40gr;9368;7.891.113.330.664 
4     MOLLET 40gr;9373;7.891.113.338.998 
4     MOLLET 40gr;9375;7.891.113.361.729 
4     MOLLET 40gr;9427;7.891.113.386.890 
4     MOLLET 40gr;9440;7.891.113.617.017 
4     MOLLET 40gr;9463;7.891.113.032.582 
4     MOLLET 40gr;9471;7.891.113.032.506 
4     MOLLET 40gr;9490;7.891.113.359.900 
4     MOLLET 40gr;9533;7.891.113.032.667 
4     MOLLET 40gr;9542;7.891.113.032.605 
4     MOLLET 40gr;9563;7.891.113.592.871 
4     MOLLET 40gr;9601;7.891.113.330.688 
4     MOLLET 40gr;9603;7.891.113.359.634 
4     MOLLET 40gr;9632;7.891.113.032.568 
4     MOLLET 40gr;9641;7.891.113.032.643 
4     MOLLET 40gr;9642;7.891.113.032.681 
4     MOLLET 40gr;9649;7.891.113.424.967 
4     MOLLET 40gr;9662;7.891.113.032.544 
4     MOLLET 40gr;9687;7.891.113.386.814 
4     MOLLET 40gr;9699;7.891.113.032.520 
4     MOLLET 40gr;9718;7.891.113.592.895 
;;
;;
;;
;;
;;
;;
4     MOLLET 40gr;9787;7.891.113.032.629 
4     MOLLET 40gr;9952;7.891.113.018.876 
4     MOLLET 40gr;9989;
221   SACOLA PROMOCIONAL  (50/PCT);20;7.891.113.607.247 
607   CLARA BRILHANTE;1074;7.891.113.231.046 
607   CLARA BRILHANTE;1288;7.891.113.231.282 
607   CLARA BRILHANTE;1289;7.891.113.340.670 
607   CLARA BRILHANTE;1449;7.891.113.231.497 
607   CLARA BRILHANTE;2137;7.891.113.232.173 
607   CLARA BRILHANTE;2194;7.891.113.232.142 
607   CLARA BRILHANTE;2341;7.891.113.392.518 
607   CLARA BRILHANTE;2546;7.891.113.232.562 
607   CLARA BRILHANTE;2805;7.891.113.232.852 
607   CLARA BRILHANTE;2819;7.891.113.595.407 
607   CLARA BRILHANTE;3077;7.891.113.233.071 
607   CLARA BRILHANTE;3142;7.891.113.233.422 
607   CLARA BRILHANTE;3246;7.891.113.233.262 
607   CLARA BRILHANTE;3528;7.891.113.233.583 
607   CLARA BRILHANTE;3634;7.891.113.233.644 
607   CLARA BRILHANTE;3794;7.891.113.233.743 
607   CLARA BRILHANTE;4146;7.891.113.234.160 
607   CLARA BRILHANTE;4366;7.891.113.414.401 
607   CLARA BRILHANTE;4445;7.891.113.234.450 
607   CLARA BRILHANTE;5203;7.891.113.607.049 
607   CLARA BRILHANTE;5216;7.891.113.235.167 
607   CLARA BRILHANTE;5335;7.891.113.235.358 
607   CLARA BRILHANTE;5398;7.891.113.338.776 
607   CLARA BRILHANTE;5508;7.891.113.597.043 
607   CLARA BRILHANTE;5800;7.891.113.235.808 
607   CLARA BRILHANTE;6056;7.891.113.236.065 
607   CLARA BRILHANTE;6085;7.891.113.622.806 
607   CLARA BRILHANTE;6092;7.891.113.236.027 
607   CLARA BRILHANTE;6133;7.891.113.236.133 
607   CLARA BRILHANTE;6313;7.891.113.622.844 
607   CLARA BRILHANTE;6399;7.891.113.236.393 
607   CLARA BRILHANTE;6477;7.891.113.392.495 
607   CLARA BRILHANTE;7030;7.891.113.237.000 
607   CLARA BRILHANTE;7259;7.891.113.237.291 
607   CLARA BRILHANTE;7393;7.891.113.237.338 
607   CLARA BRILHANTE;7638;7.891.113.237.680 
607   CLARA BRILHANTE;7650;7.891.113.237.604 
607   CLARA BRILHANTE;7710;7.891.113.415.125 
607   CLARA BRILHANTE;8001;7.891.113.238.014 
607   CLARA BRILHANTE;8176;7.891.113.238.168 
607   CLARA BRILHANTE;8990;7.891.113.238.908 
607   CLARA BRILHANTE;9989;
992   AG TRICO PLASTICO(2, 2.5 E 3);20;7.891.113.900.607 
992   AG TRICO PLASTICO(2, 2.5 E 3);25;7.891.113.900.614 
992   AG TRICO PLASTICO(2, 2.5 E 3);30;7.891.113.900.621 
000   AG TRICO PLASTICO(3.5,4 E 4.5;35;7.891.113.900.638 
000   AG TRICO PLASTICO(3.5,4 E 4.5;40;7.891.113.900.645 
000   AG TRICO PLASTICO(3.5,4 E 4.5;45;7.891.113.900.652 
018   AG TRICO PLASTICO(5.0,5.5,6.0;50;7.891.113.900.669 
018   AG TRICO PLASTICO(5.0,5.5,6.0;55;7.891.113.900.676 
018   AG TRICO PLASTICO(5.0,5.5,6.0;60;7.891.113.900.683 
769   CLEA 125;20;7.891.113.549.776 
769   CLEA 125;1074;7.891.113.151.047 
769   CLEA 125;1236;7.891.113.151.269 
;;
;;
;;
;;
;;
;;
769   CLEA 125;1289;7.891.113.619.097 
769   CLEA 125;1317;7.891.113.151.375 
769   CLEA 125;1709;7.891.113.039.093 
769   CLEA 125;2137;7.891.113.152.174 
769   CLEA 125;2151;7.891.113.152.112 
769   CLEA 125;2194;7.891.113.152.143 
769   CLEA 125;2314;7.891.113.034.920 
769   CLEA 125;2470;7.891.113.152.402 
769   CLEA 125;2500;7.891.113.152.501 
769   CLEA 125;2829;7.891.113.371.698 
769   CLEA 125;2856;7.891.113.528.498 
769   CLEA 125;3048;7.891.113.039.116 
769   CLEA 125;3131;7.891.113.153.119 
769   CLEA 125;3182;7.891.113.153.829 
769   CLEA 125;3227;7.891.113.153.270 
769   CLEA 125;3301;7.891.113.153.317 
769   CLEA 125;3402;7.891.113.009.829 
769   CLEA 125;3526;7.891.113.528.511 
769   CLEA 125;3528;7.891.113.153.584 
769   CLEA 125;3581;7.891.113.153.515 
769   CLEA 125;3583;7.891.113.619.158 
769   CLEA 125;3611;7.891.113.153.614 
769   CLEA 125;3635;7.891.113.153.355 
769   CLEA 125;3794;7.891.113.153.744 
769   CLEA 125;4131;7.891.113.039.130 
769   CLEA 125;4156;7.891.113.619.196 
769   CLEA 125;4445;7.891.113.528.535 
769   CLEA 125;4456;7.891.113.154.468 
769   CLEA 125;4514;7.891.113.154.543 
769   CLEA 125;5203;7.891.113.605.205 
769   CLEA 125;5215;7.891.113.155.250 
769   CLEA 125;5363;7.891.113.155.335 
769   CLEA 125;5368;7.891.113.039.154 
769   CLEA 125;5398;7.891.113.155.380 
769   CLEA 125;5556;7.891.113.155.564 
769   CLEA 125;5638;7.891.113.155.687 
769   CLEA 125;5743;7.891.113.040.327 
769   CLEA 125;5767;7.891.113.412.490 
769   CLEA 125;5800;7.891.113.155.809 
769   CLEA 125;6029;7.891.113.034.913 
769   CLEA 125;6085;7.891.113.156.851 
769   CLEA 125;6116;7.891.113.371.759 
769   CLEA 125;6133;7.891.113.156.134 
769   CLEA 125;6313;7.891.113.156.332 
769   CLEA 125;6399;7.891.113.156.394 
769   CLEA 125;6614;7.891.113.619.233 
769   CLEA 125;7030;7.891.113.157.001 
769   CLEA 125;7136;7.891.113.460.200 
769   CLEA 125;7148;7.891.113.034.937 
769   CLEA 125;7311;7.891.113.371.773 
769   CLEA 125;7382;7.891.113.157.322 
769   CLEA 125;7529;7.891.113.528.573 
769   CLEA 125;7625;7.891.113.157.650 
769   CLEA 125;7650;7.891.113.157.605 
769   CLEA 125;7684;7.891.113.157.643 
769   CLEA 125;8001;7.891.113.158.015 
769   CLEA 125;8176;7.891.113.158.169 
769   CLEA 125;8473;7.891.113.528.610 
;;
;;
;;
;;
;;
;;
769   CLEA 125;8797;7.891.113.039.178 
769   CLEA 125;8990;7.891.113.158.909 
769   CLEA 125;9016;7.891.113.338.295 
769   CLEA 125;9059;7.891.113.159.098 
769   CLEA 125;9113;7.891.113.412.742 
769   CLEA 125;9153;7.891.113.460.187 
769   CLEA 125;9165;7.891.113.544.481 
769   CLEA 125;9172;7.891.113.159.128 
769   CLEA 125;9202;7.891.113.159.227 
769   CLEA 125;9233;7.891.113.159.234 
769   CLEA 125;9284;7.891.113.412.711 
769   CLEA 125;9368;7.891.113.619.899 
769   CLEA 125;9392;7.891.113.344.975 
769   CLEA 125;9427;7.891.113.345.743 
769   CLEA 125;9435;7.891.113.544.528 
769   CLEA 125;9462;7.891.113.607.339 
769   CLEA 125;9490;7.891.113.159.906 
769   CLEA 125;9587;7.891.113.345.767 
769   CLEA 125;9601;7.891.113.331.029 
769   CLEA 125;9900;7.891.113.345.729 
769   CLEA 125;9976;7.891.113.159.760 
769   CLEA 125;9989;
7730  ANNE BRILHO;20;7.891.113.529.907 
7730  ANNE BRILHO;1289;7.891.113.460.323 
7730  ANNE BRILHO;3402;7.891.113.031.301 
7730  ANNE BRILHO;3528;7.891.113.402.446 
7730  ANNE BRILHO;5767;7.891.113.484.305 
7730  ANNE BRILHO;5795;7.891.113.031.349 
7730  ANNE BRILHO;6092;7.891.113.460.262 
7730  ANNE BRILHO;7030;7.891.113.533.546 
7730  ANNE BRILHO;7136;7.891.113.460.286 
7730  ANNE BRILHO;7171;7.891.113.031.363 
7730  ANNE BRILHO;7382;7.891.113.576.307 
7730  ANNE BRILHO;7532;7.891.113.578.356 
7730  ANNE BRILHO;8001;7.891.113.402.460 
7730  ANNE BRILHO;8176;7.891.113.576.345 
7730  ANNE BRILHO;8832;7.891.113.031.325 
7730  ANNE BRILHO;8990;7.891.113.402.439 
7730  ANNE BRILHO;9989;
9113  FOFURA;10;7.891.113.408.998 
9113  FOFURA;145;7.891.113.032.100 
9113  FOFURA;150;7.891.113.409.001 
9113  FOFURA;250;7.891.113.409.018 
9113  FOFURA;361;7.891.113.409.032 
9113  FOFURA;541;7.891.113.362.207 
9113  FOFURA;550;7.891.113.409.056 
9113  FOFURA;640;7.891.113.409.063 
9113  FOFURA;700;7.891.113.545.242 
9113  FOFURA;804;7.891.113.535.847 
9113  FOFURA;828;7.891.113.535.885 
9113  FOFURA;940;7.891.113.409.124 
9113  FOFURA;1317;7.891.113.473.729 
9113  FOFURA;1678;7.891.113.019.194 
9113  FOFURA;2253;7.891.113.425.650 
9113  FOFURA;3125;7.891.113.425.698 
9113  FOFURA;3154;7.891.113.032.087 
9113  FOFURA;3190;7.891.113.580.281 
9113  FOFURA;3227;7.891.113.386.449 
;;
;;
;;
;;
;;
;;
9113  FOFURA;3334;7.891.113.386.463 
